date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:31	95964/95964	---MCZ	200	added ('OK')	text/html	etag:W/%22176dc-62f7e3dc7c5bb%22	https://html.awaikenthemes.com/inclub/index.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/index.html	(from )
16:45:32	180/180	---MCZ	200	added ('OK')	text/plain	date:Thu,%2018%20Jun%202026%2016:45:32%20GMT	https://html.awaikenthemes.com/robots.txt		(from )
16:45:32	2827/2827	---M--	200	added ('OK')	image/png	etag:%22b0b-62f7e3dc8f284%22	https://html.awaikenthemes.com/inclub/images/favicon.png	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/favicon.png	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:34	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jun%202026%2016:45:34%20GMT	https://fonts.gstatic.com/	/Users/gadgetvilla/websites/imperialcade_event/fonts.gstatic.com/index.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:34	3771/3771	---MC-	200	added ('OK')	text/css	date:Thu,%2018%20Jun%202026%2016:45:33%20GMT	https://fonts.googleapis.com/css2?family=Jost:ital,wght@0,100..900;1,100..900&display=swap	/Users/gadgetvilla/websites/imperialcade_event/fonts.googleapis.com/css2f894.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:34	1621/1621	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jun%202026%2016:45:33%20GMT	https://fonts.googleapis.com/	/Users/gadgetvilla/websites/imperialcade_event/fonts.googleapis.com/index.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:35	232757/232757	---MCZ	200	added ('OK')	text/css	etag:W/%2238d35-62f7e3dc7d173%22	https://html.awaikenthemes.com/inclub/css/bootstrap.min.css	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/css/bootstrap.min.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:36	2505/2505	---MCZ	200	added ('OK')	text/css	etag:W/%229c9-62f7e3dc7d55b%22	https://html.awaikenthemes.com/inclub/css/slicknav.min.css	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/css/slicknav.min.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:36	18441/18441	---MCZ	200	added ('OK')	text/css	etag:W/%224809-62f7e3dc7d943%22	https://html.awaikenthemes.com/inclub/css/swiper-bundle.min.css	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/css/swiper-bundle.min.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:38	73890/73890	---MCZ	200	added ('OK')	text/css	etag:W/%22120a2-62f7e3dc7d55b%22	https://html.awaikenthemes.com/inclub/css/all.min.css	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/css/all.min.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:38	76809/76809	---MCZ	200	added ('OK')	text/css	etag:W/%2212c09-62f7e3dc7d173%22	https://html.awaikenthemes.com/inclub/css/animate.css	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/css/animate.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:40	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%221b27-62f7e3dc7d55b%22	https://html.awaikenthemes.com/inclub/css/magnific-popup.css	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/css/magnific-popup.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:41	6892/6892	---MCZ	200	added ('OK')	text/css	etag:W/%221aec-62f7e3dc7d55b%22	https://html.awaikenthemes.com/inclub/css/mousecursor.css	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/css/mousecursor.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:42	103030/103030	---MCZ	200	added ('OK')	text/css	etag:W/%2219276-62f7e3dc7d55b%22	https://html.awaikenthemes.com/inclub/css/custom.css	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/css/custom.css	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:42	732/732	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222dc-62f7e3dc8f66c%22	https://html.awaikenthemes.com/inclub/images/loader.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/loader.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:44	3615/3615	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e1f-62f7e3dc869cc%22	https://html.awaikenthemes.com/inclub/images/logo.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/logo.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:44	95964/95964	---MCZ	200	added ('OK')	text/html	etag:W/%22176dc-62f7e3dc7c5bb%22	https://html.awaikenthemes.com/inclub/	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/index-2.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:46	96829/96829	---MCZ	200	added ('OK')	text/html	etag:W/%2217a3d-62f7e3dc7c1d3%22	https://html.awaikenthemes.com/inclub/index-video.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/index-video.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:47	99995/99995	---MCZ	200	added ('OK')	text/html	etag:W/%221869b-62f7e3dc7d943%22	https://html.awaikenthemes.com/inclub/index-slider.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/index-slider.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:47	77258/77258	---MCZ	200	added ('OK')	text/html	etag:W/%2212dca-62f7e3dc7c5bb%22	https://html.awaikenthemes.com/inclub/about.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/about.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:49	38380/38380	---MCZ	200	added ('OK')	text/html	etag:W/%2295ec-62f7e3dc7d943%22	https://html.awaikenthemes.com/inclub/amenities.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/amenities.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:50	20812/20812	---MCZ	200	added ('OK')	text/html	etag:W/%22514c-62f7e3dc7d943%22	https://html.awaikenthemes.com/inclub/projects.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/projects.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:51	29760/29760	---MCZ	200	added ('OK')	text/html	etag:W/%227440-62f7e3dc7c1d3%22	https://html.awaikenthemes.com/inclub/amenities-single.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/amenities-single.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:52	27245/27245	---MCZ	200	added ('OK')	text/html	etag:W/%226a6d-62f7e3dc7c1d3%22	https://html.awaikenthemes.com/inclub/project-single.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/project-single.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:53	22778/22778	---MCZ	200	added ('OK')	text/html	etag:W/%2258fa-62f7e3dc7e4fb%22	https://html.awaikenthemes.com/inclub/blog.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/blog.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:54	17575/17575	---MCZ	200	added ('OK')	text/html	etag:W/%2244a7-62f7e3dc7c5bb%22	https://html.awaikenthemes.com/inclub/blog-single.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/blog-single.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:55	28978/28978	---MCZ	200	added ('OK')	text/html	etag:W/%227132-62f7e3dc7c5bb%22	https://html.awaikenthemes.com/inclub/team.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/team.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:56	16418/16418	---MCZ	200	added ('OK')	text/html	etag:W/%224022-62f7e3dc92d1c%22	https://html.awaikenthemes.com/inclub/team-single.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/team-single.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:57	16307/16307	---MCZ	200	added ('OK')	text/html	etag:W/%223fb3-62f7e3dc7e4fb%22	https://html.awaikenthemes.com/inclub/image-gallery.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/image-gallery.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:58	16552/16552	---MCZ	200	added ('OK')	text/html	etag:W/%2240a8-62f7e3dc7d943%22	https://html.awaikenthemes.com/inclub/video-gallery.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/video-gallery.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:45:59	37224/37224	---MCZ	200	added ('OK')	text/html	etag:W/%229168-62f7e3dc7c5bb%22	https://html.awaikenthemes.com/inclub/faqs.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/faqs.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:00	11973/11973	---MCZ	200	added ('OK')	text/html	etag:W/%222ec5-62f7e3dc7e4fb%22	https://html.awaikenthemes.com/inclub/404.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/404.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:01	17524/17524	---MCZ	200	added ('OK')	text/html	etag:W/%224474-62f7e3dc7d943%22	https://html.awaikenthemes.com/inclub/contact.html	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/contact.html	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:02	695/695	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222b7-62f7e3dc8bbd4%22	https://html.awaikenthemes.com/inclub/images/icon-white-phone.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-white-phone.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:04	306541/306541	---M--	200	added ('OK')	image/jpeg	etag:%224ad6d-62f7e3dc92934%22	https://html.awaikenthemes.com/inclub/images/about-img-1.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/about-img-1.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:05	78102/78102	---M--	200	added ('OK')	image/jpeg	etag:%2213116-62f7e3dc869cc%22	https://html.awaikenthemes.com/inclub/images/about-img-3.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/about-img-3.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:05	3809/3809	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ee1-62f7e3dc85644%22	https://html.awaikenthemes.com/inclub/images/icon-about-detail-1.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-about-detail-1.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:07	8488/8488	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222128-62f7e3dc88524%22	https://html.awaikenthemes.com/inclub/images/icon-about-detail-2.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-about-detail-2.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:08	696/696	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222b8-62f7e3dc84e74%22	https://html.awaikenthemes.com/inclub/images/icon-accent-phone.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-accent-phone.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:15	107339/107339	---M--	200	added ('OK')	image/jpeg	etag:%221a34b-62f7e3dc8b7ec%22	https://html.awaikenthemes.com/inclub/images/apartments-2.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/apartments-2.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:17	108007/108007	---M--	200	added ('OK')	image/jpeg	etag:%221a5e7-62f7e3dc890dc%22	https://html.awaikenthemes.com/inclub/images/apartments-4.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/apartments-4.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:18	149515/149515	---M--	200	added ('OK')	image/jpeg	etag:%222480b-62f7e3dc8fa54%22	https://html.awaikenthemes.com/inclub/images/apartments-3.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/apartments-3.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:19	7246/7246	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221c4e-62f7e3dc7f0b3%22	https://html.awaikenthemes.com/inclub/images/icon-property-type-1.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-property-type-1.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:19	5182/5182	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22143e-62f7e3dc84e74%22	https://html.awaikenthemes.com/inclub/images/icon-property-type-2.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-property-type-2.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:19	358262/358262	---M--	200	added ('OK')	image/png	etag:%2257776-62f7e3dc890dc%22	https://html.awaikenthemes.com/inclub/images/property-tab-img.png	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/property-tab-img.png	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:21	5673/5673	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221629-62f7e3dc8e6cc%22	https://html.awaikenthemes.com/inclub/images/icon-property-type-3.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-property-type-3.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:22	6941/6941	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221b1d-62f7e3dc88524%22	https://html.awaikenthemes.com/inclub/images/icon-property-type-4.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-property-type-4.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:23	3544/3544	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dd8-62f7e3dc82763%22	https://html.awaikenthemes.com/inclub/images/icon-features-1.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-features-1.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:24	4175/4175	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22104f-62f7e3dc82763%22	https://html.awaikenthemes.com/inclub/images/icon-features-2.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-features-2.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:25	4479/4479	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22117f-62f7e3dc88524%22	https://html.awaikenthemes.com/inclub/images/icon-features-3.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-features-3.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:26	4999/4999	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221387-62f7e3dc81bab%22	https://html.awaikenthemes.com/inclub/images/icon-features-4.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-features-4.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:27	2710/2710	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a96-62f7e3dc8f284%22	https://html.awaikenthemes.com/inclub/images/icon-features-5.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-features-5.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:28	5710/5710	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22164e-62f7e3dc865e4%22	https://html.awaikenthemes.com/inclub/images/icon-features-6.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-features-6.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:29	8263/8263	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222047-62f7e3dc8237b%22	https://html.awaikenthemes.com/inclub/images/icon-amenities-1.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-amenities-1.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:30	3574/3574	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22df6-62f7e3dc8bbd4%22	https://html.awaikenthemes.com/inclub/images/icon-amenities-2.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-amenities-2.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:31	4579/4579	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211e3-62f7e3dc91d7c%22	https://html.awaikenthemes.com/inclub/images/icon-amenities-3.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-amenities-3.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:32	2124/2124	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2284c-62f7e3dc81bab%22	https://html.awaikenthemes.com/inclub/images/icon-amenities-4.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-amenities-4.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:33	7453/7453	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d1d-62f7e3dc85644%22	https://html.awaikenthemes.com/inclub/images/icon-amenities-5.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-amenities-5.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:34	3071/3071	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bff-62f7e3dc8bbd4%22	https://html.awaikenthemes.com/inclub/images/icon-amenities-6.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-amenities-6.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:36	8375/8375	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2220b7-62f7e3dc85a2c%22	https://html.awaikenthemes.com/inclub/images/icon-experience-1.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-experience-1.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:37	367174/367174	---M--	200	added ('OK')	image/png	etag:%2259a46-62f7e3dc8c78c%22	https://html.awaikenthemes.com/inclub/images/experience-img.png	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/experience-img.png	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:38	3844/3844	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f04-62f7e3dc8bfbc%22	https://html.awaikenthemes.com/inclub/images/icon-experience-2.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-experience-2.svg	(from https://html.awaikenthemes.com/inclub/index.html)
